Species,Country.of.Origin,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,altitude_mean_meters
Arabica,Costa Rica,Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,Blue-Green,4,1850.0
Arabica,Uganda,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,0.0,Green,1,1800.0
Arabica,Thailand,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0,0.0,Bluish-Green,0,1200.0
Arabica,El Salvador,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,1330.0
Arabica,Colombia,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,4,0.0,Green,0,442.0
Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0,0.0,Green,4,1600.0
Arabica,Colombia,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0,0.0,Green,1,1813.0
Arabica,Guatemala,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0,0.0,Green,1,1219.2
Arabica,Guatemala,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,0.0,Green,2,1500.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,1310.64
Arabica,Colombia,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,1450.0
Arabica,Mexico,Caturra,Washed / Wet,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,2,0.0,Green,4,1050.0
Arabica,Colombia,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.11,0,1.0,Green,0,1650.0
Arabica,Brazil,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,0.0,Green,5,1227.0
Arabica,Mexico,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,2,1200.0
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,0.0,Green,1,1650.0
Arabica,"Tanzania, United Republic Of",Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,6,1700.0
Arabica,Mexico,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0.0,Green,0,1100.0
Arabica,Costa Rica,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,3,1300.0
Arabica,Costa Rica,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,Green,3,1200.0
Arabica,Haiti,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,Green,4,1280.16
Arabica,Colombia,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,Green,1,1000.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,Green,3,1310.64
Arabica,Burundi,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,Green,5,1880.0
Arabica,Colombia,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,Green,1,1750.0
Arabica,Mexico,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Blue-Green,0,1600.0
Arabica,Costa Rica,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,0,1900.0
Arabica,Guatemala,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,Green,7,2100.0
Arabica,Colombia,Caturra,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,2,442.0
Arabica,Mexico,Typica,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25,0.12,0,0.0,Bluish-Green,2,1261.0
Arabica,Taiwan,Bourbon,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25,0.1,0,0.0,Blue-Green,0,1000.0
Arabica,Taiwan,Typica,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,10.0,7.33,83.25,0.1,0,0.0,Green,0,800.0
Arabica,Colombia,Caturra,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,1483.0
Arabica,Guatemala,Caturra,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.1,0,0.0,Green,1,1500.0
Arabica,Colombia,Caturra,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,1,1750.0
Arabica,Mexico,Bourbon,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.25,0.12,0,0.0,Green,6,1300.0
Arabica,Mexico,Caturra,Washed / Wet,7.75,7.75,7.42,7.92,7.33,7.5,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Blue-Green,0,1000.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.83,7.58,7.08,7.83,7.42,8.08,10.0,10.0,10.0,7.42,83.25,0.11,0,0.0,Green,9,1310.64
Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Blue-Green,1,1200.0
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.83,7.58,10.0,10.0,10.0,7.58,83.25,0.12,0,0.0,Green,1,175.0
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.5,7.5,7.58,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Green,0,1775.0
Arabica,Colombia,Caturra,Washed / Wet,7.92,7.75,7.25,7.42,7.83,7.58,10.0,10.0,10.0,7.5,83.25,0.08,0,0.0,Green,0,1700.0
Arabica,Colombia,Caturra,Washed / Wet,8.0,7.67,7.67,7.25,7.67,7.5,10.0,10.0,10.0,7.5,83.25,0.13,0,0.0,Green,1,1880.0
Arabica,Colombia,Caturra,Washed / Wet,7.92,7.75,7.5,7.42,7.42,7.67,10.0,10.0,10.0,7.58,83.25,0.04,0,0.0,Green,1,1800.0
Arabica,Brazil,Bourbon,Natural / Dry,7.67,7.42,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,890.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,1,1901.0
Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.67,7.58,7.42,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,3,168.0
Arabica,Vietnam,Catimor,Natural / Dry,7.58,7.42,7.08,7.33,7.58,8.58,10.0,10.0,10.0,7.58,83.17,0.07,0,0.0,Green,0,1550.0
Arabica,Guatemala,Caturra,Washed / Wet,7.67,7.75,7.42,7.75,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,2,2.0,Green,3,1500.0
Arabica,Honduras,Catuai,Washed / Wet,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,1.0,Blue-Green,1,1450.0
Arabica,China,Catimor,Washed / Wet,7.5,7.67,7.33,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,0,1200.0
Arabica,China,Catimor,Washed / Wet,7.67,7.67,7.5,7.67,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,3,1600.0
Arabica,El Salvador,Bourbon,Washed / Wet,7.5,7.5,7.33,7.67,8.0,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,0,1350.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,1,1500.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.92,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.42,83.17,0.12,0,0.0,Green,3,1650.0
Arabica,Kenya,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,0,0.0,Bluish-Green,1,250.5
Arabica,Thailand,Caturra,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,Bluish-Green,0,800.0
Arabica,"Tanzania, United Republic Of",Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,0,0.0,Bluish-Green,6,1653.0
Arabica,Colombia,Caturra,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,4,1775.0
Arabica,Uganda,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Bluish-Green,0,1800.0
Arabica,Honduras,Catuai,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.17,0.1,0,0.0,Green,5,1450.0
Arabica,Honduras,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,3,1350.0
Arabica,Guatemala,Catuai,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,7.67,83.17,0.09,0,0.0,Green,1,1524.0
Arabica,"Tanzania, United Republic Of",Bourbon,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Green,1,1800.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Green,2,1310.64
Arabica,Mexico,Typica,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,7.75,83.17,0.11,0,0.0,Green,2,1500.0
Arabica,Mexico,Typica,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.12,3,0.0,Green,8,532.0
Arabica,Mexico,Pacamara,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.17,0.14,0,0.0,Green,10,1089.0
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,7.25,83.17,0.11,1,0.0,Green,2,1775.0
Arabica,Mexico,Typica,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,7.58,83.17,0.13,0,0.0,Green,5,700.0
Arabica,Colombia,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,Blue-Green,0,1750.0
Arabica,Mexico,Typica,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,7.58,83.17,0.11,0,0.0,Green,5,1380.0
Arabica,Brazil,Mundo Novo,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.5,83.17,0.12,0,0.0,Green,1,1000.0
Arabica,Brazil,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,Green,4,950.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,7.5,83.17,0.11,0,0.0,Green,10,1402.08
Arabica,Brazil,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,0,0.0,Blue-Green,3,1000.0
Arabica,Brazil,Caturra,Washed / Wet,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,0,0.0,Green,2,900.0
Arabica,El Salvador,Caturra,Washed / Wet,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,7.58,83.17,0.14,0,0.0,Green,3,1200.0
Arabica,Ethiopia,Caturra,Washed / Wet,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,7.92,83.17,0.01,0,0.0,Green,0,1850.0
Arabica,Colombia,Caturra,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,7.5,83.08,0.11,0,1.0,Green,4,1799.0
Arabica,Brazil,Yellow Bourbon,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.08,0.11,0,2.0,Bluish-Green,2,905.0
Arabica,Brazil,Yellow Bourbon,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,7.92,83.08,0.11,0,0.0,Green,3,1.0
Arabica,Taiwan,Typica,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,7.75,83.08,0.11,0,0.0,Green,0,750.0
Arabica,Brazil,Bourbon,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,7.67,83.08,0.11,0,0.0,Green,1,1200.0
Arabica,Costa Rica,Catuai,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,Green,3,1300.0
Arabica,Taiwan,Typica,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0.0,Green,0,1300.0
Arabica,Mexico,Other,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,7.5,83.08,0.1,0,0.0,Green,1,1400.0
Arabica,Colombia,Caturra,Washed / Wet,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,8.17,83.08,0.01,0,0.0,Green,0,1775.0
Arabica,Colombia,Caturra,Washed / Wet,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,7.58,83.08,0.08,1,0.0,Green,3,1880.0
Arabica,Indonesia,Caturra,Washed / Wet,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,7.5,83.08,0.11,0,0.0,Green,0,1350.0
Arabica,Brazil,Bourbon,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,Green,4,890.0
Arabica,Brazil,Bourbon,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.0,0.11,0,3.0,Green,5,894.0
Arabica,Brazil,Bourbon,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,2.0,Bluish-Green,3,872.0
Arabica,Uganda,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,0,0.0,Green,6,1473.0
Arabica,Uganda,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,0,5.0,Green,8,1645.0
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,4,442.0
Arabica,Vietnam,Caturra,Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,8.0,83.0,0.11,0,0.0,Green,0,1550.0
Arabica,Guatemala,Catuai,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,7.42,83.0,0.11,0,0.0,Green,3,1550.0
Arabica,Guatemala,Catuai,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,2,1371.6
Arabica,Guatemala,Bourbon,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,7.33,83.0,0.11,0,0.0,Green,2,1500.0
Arabica,Brazil,Catuai,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,0,1000.0
Arabica,Taiwan,Typica,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,7.17,83.0,0.08,0,0.0,Green,0,1200.0
Arabica,Uganda,SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,Green,0,1800.0
Arabica,United States (Puerto Rico),Other,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,7.42,83.0,0.11,0,0.0,Bluish-Green,0,853.44
Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,7.42,83.0,0.1,1,0.0,Green,0,1500.0
Arabica,Costa Rica,Catuai,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.67,83.0,0.11,0,0.0,Green,3,1200.0
Arabica,Brazil,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,Bluish-Green,4,1250.0
Arabica,Colombia,Caturra,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,8.25,83.0,0.11,1,0.0,Green,1,1775.0
Arabica,Colombia,Caturra,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,0,1750.0
Arabica,Colombia,Caturra,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,Green,1,1000.0
Arabica,Colombia,Caturra,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,2,1000.0
Arabica,Colombia,Caturra,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,7.67,83.0,0.11,1,0.0,Green,2,1775.0
Arabica,Mexico,Typica,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,20,750.0
Arabica,Mexico,Typica,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,7.83,83.0,0.11,0,0.0,Green,7,1200.0
Arabica,Mexico,Bourbon,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.67,83.0,0.11,5,0.0,Green,8,1200.0
Arabica,Colombia,Caturra,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,7.58,83.0,0.11,0,0.0,Green,4,1625.0
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.11,0,0.0,Green,0,1750.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,7.33,83.0,0.1,0,0.0,Green,2,1371.6
Arabica,Colombia,Caturra,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,7.5,83.0,0.12,0,0.0,Bluish-Green,0,1775.0
Arabica,Colombia,Caturra,Washed / Wet,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,7.58,83.0,0.08,0,0.0,Green,1,1450.0
Arabica,Colombia,Caturra,Washed / Wet,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,7.42,83.0,0.06,0,0.0,Green,2,1800.0
Arabica,Brazil,Bourbon,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,Green,0,890.0
Arabica,El Salvador,Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92,0.11,0,0.0,Green,1,1350.0
Arabica,Colombia,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,Green,1,1500.0
Arabica,Taiwan,Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,31,0.0,Green,0,350.0
Arabica,Ethiopia,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.11,1,0.0,Bluish-Green,20,2000.0
Arabica,Taiwan,Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,Green,9,775.0
Arabica,Philippines,Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,Blue-Green,1,1200.0
Arabica,Philippines,Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,0.11,0,0.0,Bluish-Green,0,1600.0
Arabica,Mexico,Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,0.13,0,0.0,Blue-Green,3,1059.0
Arabica,Mexico,Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,0.12,2,0.0,Bluish-Green,8,1300.0
Arabica,Uganda,SL14,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,0,0.0,Green,0,1650.0
Arabica,Uganda,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,0,0.0,Green,4,1400.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,0.1,0,0.0,Green,1,1500.0
Arabica,Guatemala,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,0.1,0,0.0,Green,2,1500.0
Arabica,Colombia,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,Green,2,1900.0
Arabica,Colombia,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,0.11,0,0.0,Bluish-Green,0,1750.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,Green,2,1706.88
Arabica,Colombia,Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,0.11,3,0.0,Green,5,1450.0
Arabica,Mexico,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,0.1,0,0.0,Green,4,1248.0
Arabica,Vietnam,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,82.92,0.11,0,0.0,Green,17,1040.0
Arabica,Mexico,Typica,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,0.14,1,0.0,Green,4,1400.0
Arabica,Colombia,Caturra,Washed / Wet,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,82.92,0.15,0,0.0,Green,0,1450.0
Arabica,Kenya,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,Green,3,1754.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,0.11,1,1.0,Green,2,1700.0
Arabica,Brazil,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,0.11,0,2.0,Bluish-Green,2,905.0
Arabica,El Salvador,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,0.11,0,0.0,Green,4,1250.0
Arabica,Rwanda,Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,0.11,0,0.0,Bluish-Green,0,1900.0
Arabica,Vietnam,Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,11,0.0,Green,0,1040.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,Green,2,1219.2
Arabica,Brazil,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,0.12,2,0.0,Green,6,900.0
Arabica,Colombia,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83,0.11,0,0.0,Green,1,1600.0
Arabica,United States,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.11,0,0.0,Green,9,1200.0
Arabica,Guatemala,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,Green,4,1500.0
Arabica,Colombia,Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,0.11,4,0.0,Green,4,1800.0
Arabica,Colombia,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,0.11,0,0.0,Green,3,1775.0
